1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 2 2 2 2 2 2 2 2 2 2 2 2 4 4 2 2 2 2 2 2 2 2 2 2 2 2 1
1 2 1 1 1 1 2 1 1 4 1 1 2 1 1 2 1 1 4 1 1 2 1 1 1 1 2 1
1 3 1 0 0 1 2 1 1 0 1 1 2 0 0 2 1 1 0 1 1 2 1 0 0 1 3 1
1 2 1 0 0 1 2 1 1 0 1 1 2 1 1 2 1 1 0 1 1 2 1 0 0 1 2 1
1 2 1 1 1 1 2 1 1 4 1 1 2 1 1 2 1 1 4 1 1 2 1 1 1 1 2 1
1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1
1 2 1 4 1 1 2 1 1 2 1 1 1 1 1 1 1 1 2 1 1 2 1 1 4 1 2 1
1 2 1 4 1 1 2 1 1 2 1 1 1 1 1 1 1 1 2 1 1 2 1 1 4 1 2 1
1 2 2 2 2 2 2 1 1 2 2 2 2 1 1 2 2 2 2 1 1 2 2 2 2 2 2 1
1 1 1 1 1 1 2 1 1 1 1 1 0 1 1 0 1 1 1 1 1 2 1 1 1 1 1 1
0 0 0 0 0 1 2 1 1 1 1 1 0 1 1 0 1 1 1 1 1 2 1 0 0 0 0 0
0 0 0 0 0 1 2 1 1 0 0 0 0 0 0 0 0 0 0 1 1 2 1 0 0 0 0 0
0 0 0 0 0 1 2 1 1 0 1 1 1 4 4 1 1 1 0 1 1 2 1 0 0 0 0 0
1 1 1 1 1 1 2 1 1 0 1 0 0 0 6 5 0 1 0 0 0 2 1 1 1 1 1 1
0 0 0 0 0 0 2 0 0 0 1 0 8 7 0 0 0 1 0 1 1 2 0 0 0 0 0 0
1 1 1 1 1 1 2 1 1 0 1 1 1 4 4 1 1 1 0 1 1 2 1 1 1 1 1 1
0 0 0 0 0 1 2 1 1 0 0 0 0 0 0 0 0 0 0 1 1 2 1 0 0 0 0 0
1 1 1 1 1 1 2 1 1 0 1 1 1 1 1 1 1 1 0 1 1 2 1 1 1 1 1 1
1 2 2 2 2 2 2 2 2 2 2 2 2 4 4 2 2 2 2 2 2 2 2 2 2 2 2 1
1 2 1 4 1 1 2 1 1 4 1 1 2 1 1 2 1 1 4 1 1 2 1 1 4 1 2 1
1 2 1 4 1 1 2 1 1 4 1 1 2 1 1 2 1 1 4 1 1 2 1 1 4 1 2 1
1 2 2 2 4 4 2 2 2 2 2 2 2 2 9 2 2 2 2 2 2 2 4 4 2 2 2 1
1 1 1 2 1 1 2 1 1 2 1 1 4 1 1 4 1 1 2 1 1 2 1 1 2 1 1 1
1 1 1 2 1 1 2 1 1 2 1 1 4 1 1 4 1 1 2 1 1 2 1 1 2 1 1 1
1 2 2 2 2 2 2 4 4 2 2 2 2 0 0 2 2 2 2 4 4 2 2 2 2 2 2 1
1 2 1 1 1 1 4 1 1 1 1 1 2 1 1 2 1 1 1 1 1 4 1 1 1 1 2 1
1 2 2 2 2 2 2 2 2 2 2 2 2 4 2 2 2 2 2 2 2 2 2 2 2 2 2 1
1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1
7
