1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 2 2 2 2 2 2 2 2 2 9 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 1
1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1
1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1
1 2 1 4 1 1 1 1 1 1 1 1 1 4 1 1 1 1 1 1 1 1 1 1 1 1 4 1
1 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1
1 2 1 4 1 4 1 4 1 4 1 4 1 1 1 1 1 1 1 1 1 1 1 1 4 1 2 1
1 2 2 2 1 2 2 2 1 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1 2 1
1 2 1 2 1 2 1 2 1 2 1 4 1 2 1 1 1 1 1 1 1 1 1 1 2 1 2 1
1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 2 3 2 2 2 2 2 2 2 1 2 1
1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 1 1 1 4 1 1 1 4 1 2 1
1 3 1 2 1 2 1 2 1 2 1 2 1 2 1 2 2 2 2 2 2 2 2 2 2 1 2 1
1 2 1 2 1 2 1 3 1 2 1 2 1 2 1 4 1 4 1 2 1 4 1 1 4 1 2 1
1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 2 2 2 1 2 1
1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 1 2 1 2 1
1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 1 2 1 2 1
1 2 1 2 1 2 1 2 1 2 1 2 2 2 1 2 1 2 1 2 1 2 1 1 2 1 2 1
1 2 1 2 1 2 1 2 1 2 1 2 1 1 1 2 1 2 1 2 1 2 1 1 2 1 2 1
1 2 1 2 1 2 1 2 1 2 1 2 1 2 2 2 1 2 1 2 1 2 1 1 2 1 2 1
1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 1 2 1 2 1
1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 1 2 1 2 1
1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 1 2 1 2 1
1 2 1 2 2 2 1 2 2 2 1 2 1 2 1 2 1 2 1 2 1 2 1 1 2 1 2 1
1 2 1 4 1 4 1 4 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 1 2 1 2 1
1 2 3 2 2 2 2 2 2 2 1 2 1 2 1 2 1 2 1 2 1 2 1 1 2 1 2 1
1 4 1 4 1 4 1 4 1 2 1 2 1 2 1 2 2 2 1 2 1 2 1 1 2 1 2 1
1 0 1 0 1 0 1 0 1 2 1 2 1 2 1 1 1 1 1 2 1 2 1 1 2 1 2 1
1 5 1 6 1 7 1 8 1 2 3 2 4 2 2 2 2 2 2 2 2 2 2 2 2 2 3 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
9
