1 1 1 0 1 0 1 0 1 0 1 1 1 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1
0 2 1 2 2 2 1 2 1 2 2 2 2 2 2 2 9 1 2 1 2 1 2 1 3 2 2 0
1 2 1 1 1 2 1 2 1 1 1 1 1 1 1 2 1 1 2 1 2 1 2 1 2 1 2 1
1 2 2 2 2 2 1 2 1 2 2 2 2 2 1 2 1 2 2 1 2 1 2 1 2 1 2 1
1 2 1 1 1 1 1 2 1 2 1 1 1 2 1 2 1 2 1 2 2 1 2 1 2 1 2 1
1 2 1 2 2 2 2 2 1 2 1 2 1 2 1 2 1 2 1 2 1 1 2 1 2 1 2 1
1 2 1 2 1 1 1 1 1 2 1 2 1 2 2 2 2 2 1 2 2 2 2 1 2 2 2 1
1 2 1 2 1 3 2 2 2 2 1 2 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1
0 2 1 2 1 2 1 1 1 2 1 2 2 2 2 2 1 2 2 3 2 2 1 2 2 2 2 0
1 1 1 2 1 2 1 2 2 2 2 2 1 1 1 1 1 2 1 1 1 2 1 2 1 1 1 1
0 2 2 2 1 2 1 2 1 2 1 1 1 2 2 2 1 2 2 2 2 2 1 2 2 1 2 0
1 1 1 1 1 2 1 2 1 2 1 2 2 2 1 2 1 1 1 2 1 1 1 1 2 1 2 1
1 2 2 2 2 2 1 2 1 2 1 2 1 1 1 2 2 2 1 2 2 2 2 2 2 1 2 1
1 2 1 1 1 1 1 2 2 2 2 2 2 2 2 1 1 2 1 2 1 2 1 1 2 1 2 1
1 2 1 2 2 2 2 2 1 1 1 1 4 1 2 2 2 2 1 2 1 2 2 1 2 1 2 1
0 2 2 2 1 1 1 2 2 1 0 1 5 1 1 1 1 1 1 2 1 1 2 1 2 1 2 0
1 1 1 1 1 1 1 1 2 1 1 1 4 1 1 1 2 2 2 2 2 2 2 2 2 1 2 1
1 2 2 2 2 2 3 1 2 2 2 2 2 2 2 2 2 1 2 1 1 1 1 1 2 1 2 1
1 2 1 1 1 1 2 1 1 1 2 1 1 2 1 1 1 1 2 2 2 1 6 1 2 1 2 1
1 2 2 2 2 1 2 1 2 2 2 2 2 2 2 2 2 2 2 1 2 1 4 1 2 1 2 1
1 1 1 1 2 1 2 1 2 1 1 2 1 1 1 2 1 1 1 1 2 1 0 1 2 1 2 1
0 2 2 2 2 1 2 1 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1 2 0
1 1 1 1 2 1 2 1 1 1 1 2 1 2 1 1 2 1 1 1 1 1 1 1 1 1 1 1
1 1 2 2 2 1 2 1 2 2 2 2 1 2 2 2 2 1 2 2 2 2 2 2 2 2 2 1
1 1 4 4 1 1 2 1 2 1 2 1 1 1 1 1 2 1 2 1 1 1 1 1 1 1 2 1
1 1 7 8 1 1 2 1 2 1 2 2 2 3 2 2 2 1 2 1 2 2 2 3 2 2 2 1
1 1 1 1 1 2 2 1 2 1 1 2 1 1 1 1 2 1 2 1 2 1 1 1 1 1 1 1
0 2 2 2 1 2 1 2 2 2 1 2 2 2 2 2 2 1 2 1 2 1 2 2 2 2 2 0
1 1 1 0 1 0 1 0 1 0 1 1 1 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1
6
